Kimlik,Tür,"Stok kodu (SKU)","GTIN, UPC, EAN veya ISBN",İsim,Yayımlanmış,"Öne çıkan?","Katalogda görünürlük","Kısa açıklama",Açıklama,"İndirimli fiyatın başladığı tarih","İndirimli fiyatın bittiği tarih","Vergi durumu","Vergi sınıfı",Stokta?,Stok,"Düşük stok miktarı","Ön Siparişe İzin Ver?","Ayrı ayrı mı satılıyor?","Ağırlık (kg)","Uzunluk (cm)","Genişlik (cm)","Yükseklik (cm)","Müşteri değerlendirmelerine izin verilsin mi?","Satın alma notu","İndirimli satış fiyatı","Normal fiyat",Kategoriler,Etiketler,"Gönderim sınıfı",Görseller,"İndirme sınırı","İndirme sona erme günü",Ebeveyn,"Gruplanmış ürünler","Yukarı satışlar","Çapraz satışlar","Harici URL","Düğme metni",Konum,Markalar,"Nitelik 1 ismi","Nitelik 1 değer(ler)i","Nitelik 1 görünür","Nitelik 1 genel","Meta: _porto_demo","Meta: _aioseo_keywords","Meta: _aioseo_og_article_section","Meta: _aioseo_og_article_tags","Meta: _monsterinsights_sitenote_active","Meta: custom_tab_priority1","Meta: custom_tab_priority2","Meta: _aioseo_title","Meta: _aioseo_description","Meta: _aioseo_og_title","Meta: _aioseo_og_description","Meta: _aioseo_twitter_title","Meta: _aioseo_twitter_description","Meta: product_image_on_hover","Meta: header_view","Meta: layout","Meta: custom_tab_title1","Meta: custom_tab_content1","Meta: custom_tab_title2","Meta: custom_tab_content2","Meta: custom_tab_priority3","Meta: _wc_gla_visibility","Meta: _wc_gla_synced_at","Meta: _wc_gla_sync_status","Meta: _yoast_wpseo_primary_product_cat","Meta: _yoast_wpseo_content_score","Meta: _yoast_wpseo_estimated-reading-time-minutes","Meta: fb_product_group_id","Meta: _wc_facebook_commerce_enabled","Meta: _yoast_wpseo_primary_product_brand","Meta: _yoast_wpseo_primary_fb_product_set","Meta: _wa_order_phone_number_check","Meta: _wa_order_phone_number","Meta: _wa_order_button_text","Meta: _wa_order_custom_message","Meta: _hide_wa_button","Meta: _hide_atc_button","Meta: _force_show_atc_button","Meta: _wc_gla_mc_status","Meta: fb_product_item_id","Meta: _wc_facebook_sync_enabled","Meta: fb_visibility","Meta: fb_product_description","Meta: _wc_facebook_product_image_source","Meta: fb_product_image","Meta: fb_product_price","Meta: rs_page_bg_color","Meta: variation_swatches_disabled","Meta: _wp360view_images","Meta: porto_product_360_gallery","Meta: _wpb_post_custom_layout"
1494,variable,VX-036,,"Ambra İtalyan Deri Modern Koltuk",1,0,visible,"Hakiki deriden vazgeçemeyenlerin tercihi <b>Ambra </b>Modern koltuk./wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads/
1515,variation,,,"Ambra İtalyan Deri Modern Koltuk - Yeşil",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,165000,169000,,,,https://www.veluxe.com.tr/wp-content/uploads/2024/10/5.jpg,,,VX-036,,,,,,1,,Renkler,Yeşil,,1,,,,,,,,,,,,,,,,,,,,,,,1784259391,synced,,,,,,,,,,,,,,,partially_approved,27955396734107594,yes,yes,,product,,,,
1516,variation,,,"Ambra İtalyan Deri Modern Koltuk - Lacivert",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,165000,169000,,,,https://www.veluxe.com.tr/wp-content/uploads/2024/10/7.jpg,,,VX-036,,,,,,2,,Renkler,Lacivert,,1,,,,,,,,,,,,,,,,,,,,,,,1784259391,synced,,,,,,,,,,,,,,,partially_approved,8761964520539024,yes,yes,,product,,,,
1517,variation,,,"Ambra İtalyan Deri Modern Koltuk - Bordo",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,165000,169000,,,,https://www.veluxe.com.tr/wp-content/uploads/2024/10/6.jpg,,,VX-036,,,,,,3,,Renkler,Bordo,,1,,,,,,,,,,,,,,,,,,,,,,,1784259391,synced,,,,,,,,,,,,,,,partially_approved,27732521673062596,yes,yes,,product,,,,
1519,variable,VX-034,,"Amore İtalyan Deri Berjer Koltuk",1,0,visible,"Hakiki deriden vazgeçemeyenlerin tercihi <b>Amore </b>Modern koltuk.
\n
\nYaşam alanınıza değer katan modern tasarımıyla evinizin veya ofisinizin baş köşesine layık.
\n
\nMütevazilikten uzak ve modern görünümüyle görenleri kendine hayran bırakacak.
\n
\nFarklı renk seçenekleri ile her mekana uyum sağlayacaktır.
\n
\n<span style=""color: #800000;""><strong>Lütfen sepete eklemeden önce renk seçimi yapınız!</strong></span>","Amore Modern Koltuk Tamamen El İşçiliği İle Üretilmiştir.
\n
\n<strong>Malzeme :</strong> %100 Orjinal İthal Dana Derisinden Üretilmiştir./wp-content/uploads/
\n/wp-content/uploads/
\n<strong>Ayaklar :</strong>/wp-content/uploads/
\n/wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads/
\n<strong>Ürün Ölçüleri : </strong>
\n
\n<strong>İskelet :</strong>
\n
\n<strong>Sünger :</strong> Konfor Tercihi İçin <strong>35 DNS</strong> Soft Sünger Kullanılmıştır.
\n
\n<strong>Doğal Olması Nedeniyle Hakiki Deri Kullanımı Sağlıklıdır ve Bakımı Kolaydır.</strong>
\n
\n<span style=""color: #800000;""><strong>İsteğe Göre Farklı Ölçülerde Üretim Yapılmaktadır.</strong></span>",,,taxable,,1,,,0,0,,,,,0,,,,Berjer,,,"https://www.veluxe.com.tr/wp-content/uploads/2024/10/amore-sahneli.png, https://www.veluxe.com.tr/wp-content/uploads/2024/10/10.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/amore-berjer.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/11.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/12.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/13.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/14.jpg",,,,,,,,,0,,Renkler,"Beyaz, Bordo, Kahverengi, Lacivert, Siyah, Yeşil",1,1,shop49#60,,,,0,12,11,,,,,,,yes,default,right-sidebar,"Garanti Koşulları","Standart mobilya ürünleri için yasal garanti süresi 2 ( iki ) yıldır.

Ancak Veluxe. olarak biz bu süreyi 4 yıla çıkartmaktayız.

Satın almış olduğunuz ürün <strong>4 yıl</strong> boyunca <strong>Veluxe. garantisi</strong> altındadır. Bu garanti iskelet, sünger ve bazı ürünlerdeki çelik yay sistemleri için geçerlidir.

Kumaş ve suni deri ürünler kullanıldıkça eskidiği için garanti kapsamına girmez. Hatalı kullanıma bağlı deformasyonla/wp-content/uploads/apsamında değildir!
/wp-content/uploads/
Hakiki deri ile üretilmiş olan ürünlerimizdeki deri çok uzun yıllar dayanıklıdır. Ancak hakiki deri ürünlerinizin bakımlar/wp-content/uploads/ünkü formunda kalması için çok önemlidir.
/wp-content/uploads/
<a href=""https://www.veluxe.com.tr/yardim/#garanti"" target=""_blank"" rel=""noopener""><strong>Ayrıntılı Bilgi &gt;&gt;</stron/wp-content/uploads/etilen tüm koltukların 3d max modellerini isteyebilirsiniz.
/wp-content/uploads/
Tasarımlarınızda kullanmak için gerekli tüm materyalleri bizden alabilir, dilerseniz de görselleştirme talebinde bulu/wp-content/uploads/
/wp-content/uploads/
Model istemek, görselleştirme talebi veya toplu alımlarınız için 0542 489 58 26 numaralı hattımızdan bize ulaşabilirsiniz.",42,s/wp-content/uploads/61619826,no,,,no,Whatsapp,,,no,no,no,partially_approved,,,,,,,,,
1523,variation,,,"Amore İtalyan Deri Berjer Koltuk - Kahverengi",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,85000/wp-content/uploads/ads/2024/10/9.jpg,,,VX-034,,,,,,1,,Renkler,Kahverengi,,1,,,,,,,,,,,,,,,,,,,,,,,1784259391,synced,,,,,,,,,,,,,,,partially_approved,8985567354819765,yes,yes,,product,,,,
1524,variation,,,"Amore İtalyan Deri Berjer Koltuk - Siyah",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,85000,,,,https://wp-content/uploads//12.jpg,,,VX-034,,,,,,2,,Renkler,Siyah,,1,,,,,,,,,,,,,,,,,,,,,,,1784259391,synced,,,,,,,,,,,,,,,partially_approved,8781488638566665,yes,yes,,product,,,,
1532,variable,VX-035,,"Antes İtalyan Deri Modern Koltuk",1,0,visible,"Hakiki deriden vazgeçemeyenlerin tercihi <b>Antes </b>Modern koltuk./wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads/
\n
\nYaşam alanınıza değer katan modern tasarımıyla evinizin veya ofisinizin baş köşesine layık.
\n
\nMütevazilikten uzak ve modern görünümüyle görenleri kendine hayran bırakacak.
\n
\nFarklı renk seçenekleri ile her mekana uyum sağlayacaktır.
\n
\n<span style=""color: #800000;""><strong>Lütfen sepete eklemeden önce renk seçimi yapınız!</strong></span>","Antes Modern Koltuk Tamamen El İşçiliği İle Üretilmiştir.
\n
\n<strong>Malzeme :</strong> %100 Orjinal İthal Dana Derisinden Üretilmiştir.
\n
\n<strong>Ayaklar :</strong> Ahşap Torna Ayak Kullanılmıştır. Farklı Ayak Modeli Tercih Edilebilir
\n
\n<strong>Ürün Ölçüleri : </strong>En : 230 cm / Boy : 100 cm
\n/wp-content/uploads/
\n<strong>İskelet :</strong> Gürgen/wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads/
\n
\n<strong>Sünger :</strong> Konfor Tercihi İçin <strong>35 DNS</strong> Soft Sünger Kullanılmıştır.
\n
\n<strong>Doğal Olması Nedeniyle Hakiki Deri Kullanımı Sağlıklıdır ve Bakımı Kolaydır.</strong>
\n
\n<span style=""color: #800000;""><strong>İsteğe Göre Farklı Ölçülerde Üretim Yapılmaktadır.</strong></span>",,,taxable,,1,,,0,0,,,,,0,,,,"Modern Koltuk",,,"https://www.veluxe.com.tr/wp-content/uploads/2024/10/antes.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/18.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/19.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/20.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/15.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/16.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/17.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/21.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/22.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/23.jpg",,,,,,,,,0,,Renkler,"Beyaz, Bordo, Kahverengi, Lacivert, Siyah, Yeşil",1,1,shop49#60,,,,0,12,11,,,,,,,yes,default,right-sidebar,"Garanti Koşulları","Standart mobilya ürünleri için yasal garanti süresi 2 ( iki ) yıldır.

Ancak Veluxe. olarak biz bu süreyi 4 yıla çıkartmaktayız.

Satın almış olduğunuz ürün <strong>4 yıl</strong> boyunca <strong>Veluxe. garantisi</strong> altındadır. Bu garanti iskelet, sünger ve bazı ürünlerdeki çelik yay sistemleri için geçerlidir.

Kumaş ve suni deri ürünler kullanıldıkça eskidiği için garanti kapsamına girmez. Hatalı kullanıma bağlı deformasyonlar ( çarpma, sürtme, yırtılma v.s. ) garanti kapsamında değildir!

Hakiki deri ile üretilmiş olan ürünlerimizdeki deri çok uzun yıllar dayanıklıdır. Ancak hakiki deri ürünlerinizin bakımlarını yapmanız ürünün daha uzun ömürlü ve ilk günkü formunda kalması için çok önemlidir.
/wp-content/uploads/
<a href=""https://www.veluxe.com.tr/yardim/#garanti"" target=""_blank"" rel=""noopener""><strong>Ayrıntılı Bilgi &gt/wp-content/uploads/arafından üretilen tüm koltukların 3d max modellerini isteyebilirsiniz.
/wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads/
Tasarımlarınızda kullanmak için gerekli tüm materyalleri bizden alabilir, dilerseniz de görselleştirme talebinde bulunabilirsiniz.

Model istemek, görselleştirme talebi veya toplu alımlarınız için 0542 489 58 26 numaralı hattımızdan bize ulaşabilirsiniz.",42,sync-and-show,1784259391,synced,,90,1,8923150461075024,no,,,no,Whatsapp,,,no,no,no,partially_approved,,,,,,,,,
1533,variation,,,"Antes İtalyan Deri Modern Koltuk - Kahverengi",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,167000,185000,,,,https://www.veluxe.com.tr/wp-content/uploads/2024/10/18.jpg,,,VX-035,,,,,,2,,Renkler,Kahverengi,,1,,,,,,,,,,,,,,,,,,,,,,,1784259391,synced,,,,,,,,,,,,,,,partially_approved,8844372339011212,yes,yes,,product,,,,
1534,variation,,,"Antes İtalyan Deri Modern Koltuk - Siyah",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,167000,185000,,,,https://www.veluxe.com.tr/wp-content/uploads/2024/10/21.jpg,,,VX-035,,,,,,3,,Renkler,Siyah,,1,,,,,,,,,,,,,,,,,,,,,,,1784259391,synced,,,,,,,,,,,,,,,partially_approved,27777676098545472,yes,yes,,product,,,,
1544,variation,,,"Antes İtalyan Deri Modern Koltuk - Bordo",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,167000,185000,,,,https://www.veluxe.com.tr/wp-content/uploads/2024/10/15.jpg,,,VX-035,,,,,,1,,Renkler,Bordo,,1,,,,,,,,,,,,,,,,,,,,,,,1784259391,synced,,,,,,,,,,,,,,,partially_approved,9659460194084096,yes,yes,,product,,,,
1545,variable,VX-033,,"Argento İtalyan Deri Köşe Koltuk",1,0,visible,"Hakiki deriden vazgeçemeyenlerin tercihi <b>Argento </b>Modern koltuk.
\n
\nYaşam alanınıza değer katan modern tasarımıyla evinizin veya ofisinizin baş köşesine layık.
\n
\nMütevazilikten uzak ve modern görünümüyle görenleri kendine hayran bırakacak.
\n
\nFarklı renk seçenekleri ile her mekana uyum sağlayacaktır.
\n
\n<span style=""color: #800000;""><strong>Lütfen sepete eklemeden önce renk seçimi yapınız!</strong></span>","Argento Modern Kol/wp-content/uploads/
\n/wp-content/uploads/
\n<strong>Malzeme :</strong> %100 Orjinal İthal Dana Derisinden Üretilmiştir./wp-content/uploads/
\n/wp-content/uploads/
\n<strong>Ayaklar :</strong> Ahşap Torna Ayak Kullanılmıştır. Farklı Ayak Modeli Tercih Edilebilir/wp-content/uploads/
\n/wp-content/uploads/
\n<strong>Ürün Ölçüleri : </strong>En : 230 cm / Boy : 100 cm/wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads/
\n
\n<strong>İskelet :</strong> Gürgen
\n
\n<strong>Sünger :</strong> Konfor Tercihi İçin <strong>35 DNS</strong> Soft Sünger Kullanılmıştır.
\n
\n<strong>Doğal Olması Nedeniyle Hakiki Deri Kullanımı Sağlıklıdır ve Bakımı Kolaydır.</strong>
\n
\n<span style=""color: #800000;""><strong>İsteğe Göre Farklı Ölçülerde Üretim Yapılmaktadır.</strong></span>",,,taxable,,1,,,0,0,,,,,0,,,,"Köşe Koltuk",,,"https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-10.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-11.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-12.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-19.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-20.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-21.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-16.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-17.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-18.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-13.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-14.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-15.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-2.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-3.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-4.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-9.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-8.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-7.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-1.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-6.jpg, https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-5.jpg",,,,,,,,,0,,Renkler,"Beyaz, Bordo, Bordo-Siyah, Kahverengi, Kahverengi-Yeşil, Lacivert, Siyah, Siyah-Kahverengi, Yeşil, Yeşil-Siyah",1,1,shop49#60,,,,0,12,11,,,,,,,yes,default,right-sidebar,"Garanti Koşulları","Standart mobilya ürünleri için yasal garanti süresi 2 ( iki ) yıldır.

Ancak Veluxe. olarak biz bu süreyi 4 yıla çıkartmaktayız.

Satın almış olduğunuz ürün <strong>4 yıl</strong> boyunca <strong>Veluxe. garantisi</strong> altındadır. Bu garanti iskelet, sünger ve bazı ürünlerdeki çelik yay sistemleri için geçerlidir.

Kumaş ve suni deri ürünler kullanıldıkça eskidiği için garanti kapsamına girmez. Hatalı kullanıma bağlı deformasyonlar ( çarpma, sürtme, yırtılma v.s. ) garanti kapsamında değildir!
/wp-content/uploads/
Hakiki deri ile üretilmiş olan ürünlerimizdeki deri çok uzun yıllar dayanıklıdır. Ancak hakiki deri ürünlerinizin bakımlarını yapmanız ürünün daha uzun ömürlü ve ilk günkü formunda kalması için çok önemlidir./wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads//wp-content/uploads/

<a href=""https://www.veluxe.com.tr/yardim/#garanti"" target=""_blank"" rel=""noopener""><strong>Ayrıntılı Bilgi &gt;&gt;</strong></a>","Mimarlar İçin","Veluxe tarafından üretilen tüm koltukların 3d max modellerini isteyebilirsiniz.

Tasarımlarınızda kullanmak için gerekli tüm materyalleri bizden alabilir, dilerseniz de görselleştirme talebinde bulunabilirsiniz.

Model istemek, görselleştirme talebi veya toplu alımlarınız için 0542 489 58 26 numaralı hattımızdan bize ulaşabilirsiniz.",42,sync-and-show,1784259391,synced,,90,1,9693169774033024,no,,,no,Whatsapp,,,no,no,no,partially_approved,,,,,,,,,
1581,variation,,,"Argento İtalyan Deri Köşe Koltuk - Beyaz",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,320000,,,,https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-1.jpg,,,VX-033,,,,,,3,,Renkler,Beyaz,,1,,,,,,,,,,,,,,,,,,,,,,,1784259391,synced,,,,,,,,,,,,,,,partially_approved,27592584680390076,yes,yes,,product,,,,
1582,variation,,,"Argento İtalyan Deri Köşe Koltuk - Bordo",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,320000,,,,https://www.veluxe.com.tr/wp-content/uploads/2024/10/argento-2.jpg,,,VX-033,,,,,,5,,Renkler,Bordo,,1,,,,,,,,,,,,,,,,,,,,,,,1784259391,synced,,,,,,,,,,,,,,,partially_approved,9468666319851944,yes,yes,,product,,,,
